fname,xgb,rf,lr,xgb_rf_lr
D1637.csv,171.06034128289474,396.2352882643675,245.01496546428444,299.4522260139846
D3623.csv,17.20113570601852,20.360707641654766,17.71987893918679,18.192499838793303
D2052.csv,181.29037388392857,229.905192146635,678.0041988091373,231.31741878192634
D3618.csv,32.41184997558594,30.83795082260036,28.984962073557174,28.071841285870676
D136.csv,773.433027787642,767.0163354284873,1053.0528287118386,782.9142545976424
D41.csv,2169.967557779948,2168.9138669312074,566.6973180266549,2173.7870704023367
D1643.csv,137.62007904052734,150.96753358447808,78.47718563040034,159.36923614969086
D2050.csv,77.53092101050206,79.39620227426984,34.54121193899458,44.64466669001625
D2065.csv,114.01983942751025,79.02064340219094,49.16273339145453,112.39469485866229
D32.csv,102.4338488769531,96.58441177295168,106.83326611986652,93.0681912793903
D46.csv,376.3369140625,408.8985108174776,434.39950818598135,490.42682540005273
D162.csv,32.71881378173829,32.38506574434242,23.12701464929134,45.2464733329051
D31.csv,102.4338488769531,96.58441177295168,106.83326611986652,95.81084306830026
D2061.csv,66.98022460937504,74.95329042364237,39.62115575968112,83.55403738839442
D176.csv,361.9397385253907,271.47610040975667,115.01751002830174,312.40266116351205
D168.csv,19.896920420258617,16.81855479054707,16.811685250221437,16.296957900606905
D3613.csv,498.3565974001025,559.7630628415295,231.7097592535902,640.5191740720614
D2079.csv,149.27194519042968,60.474193756541055,99.31419903373121,67.7904931734535
D2085.csv,2030.5263157894738,2030.5263157894738,2030.5263157894738,2030.5263157894738
D2076.csv,3701.978858741554,5088.78713193872,314.8915087555359,4397.788980042318
D3640.csv,111.7806729403409,91.00402798878565,114.31370553551469,108.61895635057905
D154.csv,210.44212768554698,259.8122398221057,278.475254967154,256.2709669469012
D3596.csv,55.9745816040039,38.380092456140325,30.646926142227574,37.14589228294661
D3620.csv,14.610115432739258,263.4082807086289,93.99813714756165,17.663108697824306
D30.csv,73.35616754150391,32.89105298174024,27.89858858701076,34.25599025891332
D3616.csv,53.59232116699218,50.463971626125215,29.38465746601462,45.53044421077336
D1644.csv,414.5068054199219,322.6223300052187,386.51540860368794,231.53571327566078
D1654.csv,201.21225043402777,242.79940745728425,400.140637046457,271.2615964583956
D1645.csv,100.1694346253301,99.78792185054797,27.958494371849525,94.7150831877618
D174.csv,12.554895027807206,10.741690629719336,9.40476101025614,8.852378560411942
D5.csv,172.24978515625008,194.39324969742125,207.82502789860519,302.38559437497145
D3644.csv,137.4003677368164,324.011220792686,172.47908766339822,229.5413207220435
D156.csv,374.4601904296875,203.74384046744052,160.65377694706223,184.15049961210985
D132.csv,3745.4040451049805,3364.4757998511905,1155.9937566347216,2639.909747805775
D40.csv,111.17395389441288,88.63424562524453,65.12447513795264,71.54591057015091
D3610.csv,3511.912957763672,6424.695,2535.8934923339866,318.1857625169249
D3631.csv,18.456759338378905,17.14170668838945,14.910437864338817,14.23800881508033
D169.csv,24.41198321161686,22.779308338269608,20.471426371794955,30.92225617529778
D2046.csv,145.25367126464843,205.45253035317282,81.17605631758724,81.20109417196993
D2047.csv,149.14615234375,144.1799503342848,129.72456625588416,164.4427126769705
D50.csv,0.01662143707275394,0.02084955871161771,0.01812366472387339,0.020525624442819534
D2041.csv,537.2742420693595,451.10874767415464,162.3338772729778,438.28723980875185
D37.csv,220.90844305630387,101.20339944268493,257.29569415051833,178.05052644132795
D151.csv,162.42518159038437,133.0432658891416,108.74824451025788,107.56435576041886
D7.csv,461.9492167953491,310.95421660854265,499.8852452130124,447.6952971201161
D160.csv,44.67156158447269,66.38238659536839,43.704334232400136,70.85615879397963
D2071.csv,56.96910940701844,43.36587268346686,33.53358998302605,55.633479753811905
