fname,ridge,lasso,enr,dt,ridge_lasso_enr_dt
D1656_D1657_D1658.csv,608.7126889945472,661.324658085931,629.8126539298329,82.0431768517535,647.2371335160407
D1660_D1661_D1662.csv,227.13097791880398,224.3844727816082,224.54337795745883,220.95530303030304,264.3082233819142
D2059_D2060_D2061.csv,743.9601458653635,773.418285714286,770.8030643279108,59.623412061805226,778.6851018228368
D1615_D1616_D1617.csv,323.1313253575329,335.7417971493135,332.8254652762405,85.80555555555556,335.9303906913812
D49_D50_D51.csv,935.4364758055519,934.9946593238758,935.0095741084182,42.92199516630323,907.1841977278312
D1625_D1626_D1627.csv,2220.138884883688,2419.300066707496,2306.375948190636,452.9820261437909,2289.5798132405307
D152_D153_D154.csv,6033.7143295417645,5897.165700523097,5888.7664392808865,318.77383836968903,5741.90973602167
D169_D170_D171.csv,6884.15087306256,7002.487151212071,7002.487151212071,531.3972727449021,6833.540407443959
D2075_D2076_D2077.csv,3404.9787833941245,3448.385136304781,3447.0689902663203,769.2415873015873,3390.538945630768
D3613_D3614_D3615.csv,5510.084470969949,5506.904784633247,5506.934364504271,55.32893923169491,5507.104302712569
D3619_D3620_D3621.csv,1106.6760665222487,540.1094022085526,940.0321812576061,11.611529356061082,680.6634633042274
D1632_D1633_D1634.csv,167.28269393581883,176.42696654254638,169.18732384909944,94.61749999999995,201.54659762996738
D168_D169_D170.csv,6867.343892707405,6816.304924824449,6817.010438961067,563.3985965453629,6825.578320153715
D3603_D3604_D3605.csv,1898.0230237346666,1992.7278994107742,1992.7278994107742,70.4769276815295,1973.3078360051636
D175_D176_D177.csv,5879.230967363665,5867.380061771569,5875.049071728982,323.9126657210236,5898.2523780488
D145_D146_D147.csv,4592.157687330999,4590.039013717662,4590.18404802081,33.64146904278372,4601.142445189014
D15_D16_D17.csv,2079.6611713839784,2074.406565334831,2052.3490340018275,232.57583333333332,2079.7379609449504
D158_D159_D160.csv,878.570752992023,895.2144404916119,898.9397256387768,119.48520833333328,900.2101825235171
D1659_D1660_D1661.csv,4657.619292579095,4623.107928240741,4623.196361358294,35.58683833495448,4618.148844017152
D2083_D2084_D2085.csv,1254.157894736842,1254.157894736842,1254.157894736842,2030.5263157894738,1254.157894736842
